unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
xvii,0,0,8.08E-06,0,0,1
unkindness,0,0,8.08E-06,0,0,1
alienated,0,0,8.08E-06,0,0,1
treating,0,0,8.08E-06,0,0,1
facts,0,0,8.08E-06,0,0,1
profess,0,0,8.08E-06,0,0,1
recreation,0,0,8.08E-06,0,0,1
unnecessarily,0,0,8.08E-06,0,0,1
dreading,0,0,8.08E-06,0,0,1
rebuke,0,0,8.08E-06,0,0,1
venturing,0,0,8.08E-06,0,0,1
timed,0,0,8.08E-06,0,0,1
perforce,0,0,8.08E-06,0,0,1
succession,0,0,8.08E-06,0,0,1
proxy,0,0,8.08E-06,0,0,1
endurable,0,0,8.08E-06,0,0,1
xviii,0,0,8.08E-06,0,0,1
unreasonably,0,0,8.08E-06,0,0,1
unsubdued,0,0,8.08E-06,0,0,1
omitted,0,0,8.08E-06,0,0,1
injury,0,0,8.08E-06,0,0,1
surmount,0,0,8.08E-06,0,0,1
oddities,0,0,8.08E-06,0,0,1
release,0,0,8.08E-06,0,0,1
recommenced,0,0,8.08E-06,0,0,1
unsocial,0,0,8.08E-06,0,0,1
taciturn,0,0,8.08E-06,0,0,1
amaze,0,0,8.08E-06,0,0,1
posterity,0,0,8.08E-06,0,0,1
clat,0,0,8.08E-06,0,0,1
proverb,0,0,8.08E-06,0,0,1
constrained,0,0,8.08E-06,0,0,1
bewitching,0,0,8.08E-06,0,0,1
upbraiding,0,0,8.08E-06,0,0,1
compare,0,0,8.08E-06,0,0,1
occupies,0,0,8.08E-06,0,0,1
forgave,0,0,8.08E-06,0,0,1
unappeasable,0,0,8.08E-06,0,0,1
tend,0,0,8.08E-06,0,0,1
suspend,0,0,8.08E-06,0,0,1
implicit,0,0,8.08E-06,0,0,1
undertaken,0,0,8.08E-06,0,0,1
enemies,0,0,8.08E-06,0,0,1
fairest,0,0,8.08E-06,0,0,1
believes,0,0,8.08E-06,0,0,1
unacquainted,0,0,8.08E-06,0,0,1
heighten,0,0,8.08E-06,0,0,1
dissuade,0,0,8.08E-06,0,0,1
thus--,0,0,8.08E-06,0,0,1
scope,0,0,8.08E-06,0,0,1
permit,0,0,8.08E-06,0,0,1
laity,0,0,8.08E-06,0,0,1
regulate,0,0,8.08E-06,0,0,1
clergy,0,0,8.08E-06,0,0,1
clerical,0,0,8.08E-06,0,0,1
dictates,0,0,8.08E-06,0,0,1
profit,0,0,8.08E-06,0,0,1
habitual,0,0,8.08E-06,0,0,1
advances,0,0,8.08E-06,0,0,1
prefaced,0,0,8.08E-06,0,0,1
motion,0,0,8.08E-06,0,0,1
eyeing,0,0,8.08E-06,0,0,1
unworthily,0,0,8.08E-06,0,0,1
animating,0,0,8.08E-06,0,0,1
consign,0,0,8.08E-06,0,0,1
inexpressible,0,0,8.08E-06,0,0,1
ham,0,0,8.08E-06,0,0,1
revive,0,0,8.08E-06,0,0,1
exhibiting,0,0,8.08E-06,0,0,1
stanzas,0,0,8.08E-06,0,0,1
agonies,0,0,8.08E-06,0,0,1
aloud--,0,0,8.08E-06,0,0,1
exhibit,0,0,8.08E-06,0,0,1
devoting,0,0,8.08E-06,0,0,1
tithes,0,0,8.08E-06,0,0,1
beneficial,0,0,8.08E-06,0,0,1
conciliatory,0,0,8.08E-06,0,0,1
omit,0,0,8.08E-06,0,0,1
testifying,0,0,8.08E-06,0,0,1
ridiculing,0,0,8.08E-06,0,0,1
perseveringly,0,0,8.08E-06,0,0,1
arguing,0,0,8.08E-06,0,0,1
project,0,0,8.08E-06,0,0,1
allusions,0,0,8.08E-06,0,0,1
manuvre,0,0,8.08E-06,0,0,1
repulsed,0,0,8.08E-06,0,0,1
languor,0,0,8.08E-06,0,0,1
complimenting,0,0,8.08E-06,0,0,1
pressingly,0,0,8.08E-06,0,0,1
settlements,0,0,8.08E-06,0,0,1
eclipsed,0,0,8.08E-06,0,0,1
xix,0,0,8.08E-06,0,0,1
orderly,0,0,8.08E-06,0,0,1
observances,0,0,8.08E-06,0,0,1
words--,0,0,8.08E-06,0,0,1
solicit,0,0,8.08E-06,0,0,1
injunction,0,0,8.08E-06,0,0,1
disservice,0,0,8.08E-06,0,0,1
dissemble,0,0,8.08E-06,0,0,1
selecting,0,0,8.08E-06,0,0,1
unasked,0,0,8.08E-06,0,0,1
footstool,0,0,8.08E-06,0,0,1
gentlewoman,0,0,8.08E-06,0,0,1
reckon,0,0,8.08E-06,0,0,1
inherit,0,0,8.08E-06,0,0,1
4,0,0,8.08E-06,0,0,1
cents,0,0,8.08E-06,0,0,1
applies,0,0,8.08E-06,0,0,1
altar,0,0,8.08E-06,0,0,1
accusing,0,0,8.08E-06,0,0,1
manifold,0,0,8.08E-06,0,0,1
consists,0,0,8.08E-06,0,0,1
tormenting,0,0,8.08E-06,0,0,1
plainer,0,0,8.08E-06,0,0,1
refusals,0,0,8.08E-06,0,0,1
coquetry,0,0,8.08E-06,0,0,1
xx,0,0,8.08E-06,0,0,1
dawdled,0,0,8.08E-06,0,0,1
felicitations,0,0,8.08E-06,0,0,1
bashful,0,0,8.08E-06,0,0,1
persists,0,0,8.08E-06,0,0,1
library--,0,0,8.08E-06,0,0,1
uproar,0,0,8.08E-06,0,0,1
vows,0,0,8.08E-06,0,0,1
declares,0,0,8.08E-06,0,0,1
insists,0,0,8.08E-06,0,0,1
coaxed,0,0,8.08E-06,0,0,1
threatened,0,0,8.08E-06,0,0,1
interfering,0,0,8.08E-06,0,0,1
entreating,0,0,8.08E-06,0,0,1
maintain,0,0,8.08E-06,0,0,1
undutiful,0,0,8.08E-06,0,0,1
soothe,0,0,8.08E-06,0,0,1
girls--,0,0,8.08E-06,0,0,1
tongues,0,0,8.08E-06,0,0,1
doleful,0,0,8.08E-06,0,0,1
projected,0,0,8.08E-06,0,0,1
conversation--,0,0,8.08E-06,0,0,1
withdrawing,0,0,8.08E-06,0,0,1
interpose,0,0,8.08E-06,0,0,1
dismission,0,0,8.08E-06,0,0,1
xxi,0,0,8.08E-06,0,0,1
assiduous,0,0,8.08E-06,0,0,1
transferred,0,0,8.08E-06,0,0,1
seasonable,0,0,8.08E-06,0,0,1
abatement,0,0,8.08E-06,0,0,1
shorten,0,0,8.08E-06,0,0,1
flowing,0,0,8.08E-06,0,0,1
contains,0,0,8.08E-06,0,0,1
comfortless,0,0,8.08E-06,0,0,1
abound,0,0,8.08E-06,0,0,1
brings,0,0,8.08E-06,0,0,1
deprive,0,0,8.08E-06,0,0,1
hurts,0,0,8.08E-06,0,0,1
inspires,0,0,8.08E-06,0,0,1
misleading,0,0,8.08E-06,0,0,1
indulging,0,0,8.08E-06,0,0,1
expressly,0,0,8.08E-06,0,0,1
inter,0,0,8.08E-06,0,0,1
achieving,0,0,8.08E-06,0,0,1
deceiving,0,0,8.08E-06,0,0,1
mature,0,0,8.08E-06,0,0,1
disobliging,0,0,8.08E-06,0,0,1
equivalent,0,0,8.08E-06,0,0,1
artfully,0,0,8.08E-06,0,0,1
desponding,0,0,8.08E-06,0,0,1
bewailed,0,0,8.08E-06,0,0,1
lamenting,0,0,8.08E-06,0,0,1
xxii,0,0,8.08E-06,0,0,1
appearances,0,0,8.08E-06,0,0,1
hasten,0,0,8.08E-06,0,0,1
diffident,0,0,8.08E-06,0,0,1
eloquence,0,0,8.08E-06,0,0,1
solicitation,0,0,8.08E-06,0,0,1
waived,0,0,8.08E-06,0,0,1
calculate,0,0,8.08E-06,0,0,1
overjoyed,0,0,8.08E-06,0,0,1
charged,0,0,8.08E-06,0,0,1
evade,0,0,8.08E-06,0,0,1
publish,0,0,8.08E-06,0,0,1
avail,0,0,8.08E-06,0,0,1
rated,0,0,8.08E-06,0,0,1
bounds,0,0,8.08E-06,0,0,1
regained,0,0,8.08E-06,0,0,1
procure,0,0,8.08E-06,0,0,1
strangeness,0,0,8.08E-06,0,0,1
sacrificed,0,0,8.08E-06,0,0,1
pang,0,0,8.08E-06,0,0,1
xxiii,0,0,8.08E-06,0,0,1
reflecting,0,0,8.08E-06,0,0,1
exclaimed--,0,0,8.08E-06,0,0,1
courtier,0,0,8.08E-06,0,0,1
forbearing,0,0,8.08E-06,0,0,1
confirm,0,0,8.08E-06,0,0,1
disbelieving,0,0,8.08E-06,0,0,1
fourthly,0,0,8.08E-06,0,0,1
inferences,0,0,8.08E-06,0,0,1
deduced,0,0,8.08E-06,0,0,1
barbarously,0,0,8.08E-06,0,0,1
appease,0,0,8.08E-06,0,0,1
envying,0,0,8.08E-06,0,0,1
retort,0,0,8.08E-06,0,0,1
sour,0,0,8.08E-06,0,0,1
mutually,0,0,8.08E-06,0,0,1
subsist,0,0,8.08E-06,0,0,1
rectitude,0,0,8.08E-06,0,0,1
prompted,0,0,8.08E-06,0,0,1
unanswerable,0,0,8.08E-06,0,0,1
troublesome,0,0,8.08E-06,0,0,1
destructive,0,0,8.08E-06,0,0,1
stability,0,0,8.08E-06,0,0,1
overpowering,0,0,8.08E-06,0,0,1
restrained,0,0,8.08E-06,0,0,1
successor,0,0,8.08E-06,0,0,1
survivor,0,0,8.08E-06,0,0,1
xxiv,0,0,8.08E-06,0,0,1
joyfully,0,0,8.08E-06,0,0,1
predict,0,0,8.08E-06,0,0,1
inmate,0,0,8.08E-06,0,0,1
designing,0,0,8.08E-06,0,0,1
disinterestedness,0,0,8.08E-06,0,0,1
angelic,0,0,8.08E-06,0,0,1
disclaimed,0,0,8.08E-06,0,0,1
encroaching,0,0,8.08E-06,0,0,1
fewer,0,0,8.08E-06,0,0,1
confirms,0,0,8.08E-06,0,0,1
marries,0,0,8.08E-06,0,0,1
selfishness,0,0,8.08E-06,0,0,1
circumspect,0,0,8.08E-06,0,0,1
deceives,0,0,8.08E-06,0,0,1
designedly,0,0,8.08E-06,0,0,1
attributing,0,0,8.08E-06,0,0,1
scheming,0,0,8.08E-06,0,0,1
impute,0,0,8.08E-06,0,0,1
displease,0,0,8.08E-06,0,0,1
conjunction,0,0,8.08E-06,0,0,1
transient,0,0,8.08E-06,0,0,1
outdone,0,0,8.08E-06,0,0,1
jilt,0,0,8.08E-06,0,0,1
creditably,0,0,8.08E-06,0,0,1
dispelling,0,0,8.08E-06,0,0,1
perverse,0,0,8.08E-06,0,0,1
recommendations,0,0,8.08E-06,0,0,1
unreserve,0,0,8.08E-06,0,0,1
extenuating,0,0,8.08E-06,0,0,1
mild,0,0,8.08E-06,0,0,1
allowances,0,0,8.08E-06,0,0,1
xxv,0,0,8.08E-06,0,0,1
alleviated,0,0,8.08E-06,0,0,1
distribute,0,0,8.08E-06,0,0,1
newest,0,0,8.08E-06,0,0,1
artful,0,0,8.08E-06,0,0,1
thwarted,0,0,8.08E-06,0,0,1
separates,0,0,8.08E-06,0,0,1
forgets,0,0,8.08E-06,0,0,1
inconstancies,0,0,8.08E-06,0,0,1
hackneyed,0,0,8.08E-06,0,0,1
essence,0,0,8.08E-06,0,0,1
ablution,0,0,8.08E-06,0,0,1
cleanse,0,0,8.08E-06,0,0,1
impurities,0,0,8.08E-06,0,0,1
stirs,0,0,8.08E-06,0,0,1
correspond,0,0,8.08E-06,0,0,1
combated,0,0,8.08E-06,0,0,1
bestowing,0,0,8.08E-06,0,0,1
delighting,0,0,8.08E-06,0,0,1
lad,0,0,8.08E-06,0,0,1
xxvi,0,0,8.08E-06,0,0,1
forfeit,0,0,8.08E-06,0,0,1
foresaw,0,0,8.08E-06,0,0,1
bridegroom,0,0,8.08E-06,0,0,1
slacken,0,0,8.08E-06,0,0,1
surrounded,0,0,8.08E-06,0,0,1
inventing,0,0,8.08E-06,0,0,1
shortness,0,0,8.08E-06,0,0,1
felt--,0,0,8.08E-06,0,0,1
triumphing,0,0,8.08E-06,0,0,1
singling,0,0,8.08E-06,0,0,1
deservedly,0,0,8.08E-06,0,0,1
invariable,0,0,8.08E-06,0,0,1
duped,0,0,8.08E-06,0,0,1
subsided,0,0,8.08E-06,0,0,1
watchful,0,0,8.08E-06,0,0,1
acquisition,0,0,8.08E-06,0,0,1
rendering,0,0,8.08E-06,0,0,1
sighted,0,0,8.08E-06,0,0,1
relinquish,0,0,8.08E-06,0,0,1
elevating,0,0,8.08E-06,0,0,1
effectual,0,0,8.08E-06,0,0,1
distractedly,0,0,8.08E-06,0,0,1
defection,0,0,8.08E-06,0,0,1
xxvii,0,0,8.08E-06,0,0,1
diversified,0,0,8.08E-06,0,0,1
weakened,0,0,8.08E-06,0,0,1
uncompanionable,0,0,8.08E-06,0,0,1
faultless,0,0,8.08E-06,0,0,1
peep,0,0,8.08E-06,0,0,1
smoothly,0,0,8.08E-06,0,0,1
coincide,0,0,8.08E-06,0,0,1
healthful,0,0,8.08E-06,0,0,1
troop,0,0,8.08E-06,0,0,1
shopping,0,0,8.08E-06,0,0,1
theatres,0,0,8.08E-06,0,0,1
periods,0,0,8.08E-06,0,0,1
occurring,0,0,8.08E-06,0,0,1
desertion,0,0,8.08E-06,0,0,1
matrimonial,0,0,8.08E-06,0,0,1
avarice,0,0,8.08E-06,0,0,1
allowable,0,0,8.08E-06,0,0,1
decorums,0,0,8.08E-06,0,0,1
rapturously,0,0,8.08E-06,0,0,1
spleen,0,0,8.08E-06,0,0,1
rocks,0,0,8.08E-06,0,0,1
transport,0,0,8.08E-06,0,0,1
accurate,0,0,8.08E-06,0,0,1
rivers,0,0,8.08E-06,0,0,1
jumbled,0,0,8.08E-06,0,0,1
imaginations,0,0,8.08E-06,0,0,1
xxviii,0,0,8.08E-06,0,0,1
discernible,0,0,8.08E-06,0,0,1
sloping,0,0,8.08E-06,0,0,1
laurel,0,0,8.08E-06,0,0,1
arriving,0,0,8.08E-06,0,0,1
nods,0,0,8.08E-06,0,0,1
ostentatious,0,0,8.08E-06,0,0,1
repentance,0,0,8.08E-06,0,0,1
stroll,0,0,8.08E-06,0,0,1
cultivation,0,0,8.08E-06,0,0,1
healthfulness,0,0,8.08E-06,0,0,1
minuteness,0,0,8.08E-06,0,0,1
clump,0,0,8.08E-06,0,0,1
meadows,0,0,8.08E-06,0,0,1
frost,0,0,8.08E-06,0,0,1
consistency,0,0,8.08E-06,0,0,1
ensuing,0,0,8.08E-06,0,0,1
include,0,0,8.08E-06,0,0,1
regularly,0,0,8.08E-06,0,0,1
guiding,0,0,8.08E-06,0,0,1
anticipate,0,0,8.08E-06,0,0,1
tenour,0,0,8.08E-06,0,0,1
interruptions,0,0,8.08E-06,0,0,1
landing,0,0,8.08E-06,0,0,1
xxix,0,0,8.08E-06,0,0,1
acquire,0,0,8.08E-06,0,0,1
instructing,0,0,8.08E-06,0,0,1
overpower,0,0,8.08E-06,0,0,1
separating,0,0,8.08E-06,0,0,1
apparel,0,0,8.08E-06,0,0,1
inspire,0,0,8.08E-06,0,0,1
enumeration,0,0,8.08E-06,0,0,1
glazing,0,0,8.08E-06,0,0,1
stateliness,0,0,8.08E-06,0,0,1
trepidation,0,0,8.08E-06,0,0,1
antechamber,0,0,8.08E-06,0,0,1
conciliating,0,0,8.08E-06,0,0,1
deportment,0,0,8.08E-06,0,0,1
insignificant,0,0,8.08E-06,0,0,1
foretold,0,0,8.08E-06,0,0,1
echo,0,0,8.08E-06,0,0,1
delivering,0,0,8.08E-06,0,0,1
controverted,0,0,8.08E-06,0,0,1
regulated,0,0,8.08E-06,0,0,1
instructed,0,0,8.08E-06,0,0,1
cows,0,0,8.08E-06,0,0,1
dictating,0,0,8.08E-06,0,0,1
maiden,0,0,8.08E-06,0,0,1
entailing,0,0,8.08E-06,0,0,1
webbs,0,0,8.08E-06,0,0,1
supplying,0,0,8.08E-06,0,0,1
metcalfe,0,0,8.08E-06,0,0,1
cassino,0,0,8.08E-06,0,0,1
superlatively,0,0,8.08E-06,0,0,1
storing,0,0,8.08E-06,0,0,1
anecdotes,0,0,8.08E-06,0,0,1
thankfulness,0,0,8.08E-06,0,0,1
costing,0,0,8.08E-06,0,0,1
xxx,0,0,8.08E-06,0,0,1
possessing,0,0,8.08E-06,0,0,1
gig,0,0,8.08E-06,0,0,1
backwards,0,0,8.08E-06,0,0,1
sized,0,0,8.08E-06,0,0,1
unfrequently,0,0,8.08E-06,0,0,1
livings,0,0,8.08E-06,0,0,1
negligence,0,0,8.08E-06,0,0,1
joints,0,0,8.08E-06,0,0,1
magistrate,0,0,8.08E-06,0,0,1
minutest,0,0,8.08E-06,0,0,1
cottagers,0,0,8.08E-06,0,0,1
quarrelsome,0,0,8.08E-06,0,0,1
sallied,0,0,8.08E-06,0,0,1
differences,0,0,8.08E-06,0,0,1
scold,0,0,8.08E-06,0,0,1
harmony,0,0,8.08E-06,0,0,1
counterpart,0,0,8.08E-06,0,0,1
adding--,0,0,8.08E-06,0,0,1
disclaim,0,0,8.08E-06,0,0,1
courtesied,0,0,8.08E-06,0,0,1
xxxi,0,0,8.08E-06,0,0,1
conversed,0,0,8.08E-06,0,0,1
proficient,0,0,8.08E-06,0,0,1
proficiency,0,0,8.08E-06,0,0,1
stubbornness,0,0,8.08E-06,0,0,1
intimidate,0,0,8.08E-06,0,0,1
professing,0,0,8.08E-06,0,0,1
impolitic,0,0,8.08E-06,0,0,1
retaliate,0,0,8.08E-06,0,0,1
scarce,0,0,8.08E-06,0,0,1
masterly,0,0,8.08E-06,0,0,1
practising,0,0,8.08E-06,0,0,1
darcy--,0,0,8.08E-06,0,0,1
amiss,0,0,8.08E-06,0,0,1
practised,0,0,8.08E-06,0,0,1
fingering,0,0,8.08E-06,0,0,1
derived,0,0,8.08E-06,0,0,1
mixing,0,0,8.08E-06,0,0,1
xxxii,0,0,8.08E-06,0,0,1
prudential,0,0,8.08E-06,0,0,1
journeys,0,0,8.08E-06,0,0,1
voice--,0,0,8.08E-06,0,0,1
concise,0,0,8.08E-06,0,0,1
billiard,0,0,8.08E-06,0,0,1
nearness,0,0,8.08E-06,0,0,1
separately,0,0,8.08E-06,0,0,1
softness,0,0,8.08E-06,0,0,1
disputable,0,0,8.08E-06,0,0,1
steadfast,0,0,8.08E-06,0,0,1
gaze,0,0,8.08E-06,0,0,1
vanish,0,0,8.08E-06,0,0,1
counterbalance,0,0,8.08E-06,0,0,1
xxxiii,0,0,8.08E-06,0,0,1
mischance,0,0,8.08E-06,0,0,1
haunt,0,0,8.08E-06,0,0,1
penance,0,0,8.08E-06,0,0,1
rencounter,0,0,8.08E-06,0,0,1
imply,0,0,8.08E-06,0,0,1
perusing,0,0,8.08E-06,0,0,1
forcing,0,0,8.08E-06,0,0,1
arranges,0,0,8.08E-06,0,0,1
feelingly,0,0,8.08E-06,0,0,1
inured,0,0,8.08E-06,0,0,1
hardships,0,0,8.08E-06,0,0,1
tractable,0,0,8.08E-06,0,0,1
prodigious,0,0,8.08E-06,0,0,1
scrape,0,0,8.08E-06,0,0,1
thoughtful,0,0,8.08E-06,0,0,1
lessening,0,0,8.08E-06,0,0,1
jestingly,0,0,8.08E-06,0,0,1
exist,0,0,8.08E-06,0,0,1
boundless,0,0,8.08E-06,0,0,1
mislead,0,0,8.08E-06,0,0,1
inflicted,0,0,8.08E-06,0,0,1
peculiarities,0,0,8.08E-06,0,0,1
xxxiv,0,0,8.08E-06,0,0,1
complaint,0,0,8.08E-06,0,0,1
revival,0,0,8.08E-06,0,0,1
characterize,0,0,8.08E-06,0,0,1
clouded,0,0,8.08E-06,0,0,1
conveying,0,0,8.08E-06,0,0,1
keener,0,0,8.08E-06,0,0,1
imputing,0,0,8.08E-06,0,0,1
detailed,0,0,8.08E-06,0,0,1
degradation,0,0,8.08E-06,0,0,1
subsequent,0,0,8.08E-06,0,0,1
cannot,0,0,8.08E-06,0,0,1
overcoming,0,0,8.08E-06,0,0,1
disturbance,0,0,8.08E-06,0,0,1
attained,0,0,8.08E-06,0,0,1
provocations,0,0,8.08E-06,0,0,1
ruining,0,0,8.08E-06,0,0,1
dividing,0,0,8.08E-06,0,0,1
instability,0,0,8.08E-06,0,0,1
acutest,0,0,8.08E-06,0,0,1
unmoved,0,0,8.08E-06,0,0,1
remorse,0,0,8.08E-06,0,0,1
conciliate,0,0,8.08E-06,0,0,1
misrepresentation,0,0,8.08E-06,0,0,1
infliction,0,0,8.08E-06,0,0,1
desert,0,0,8.08E-06,0,0,1
calculation,0,0,8.08E-06,0,0,1
policy,0,0,8.08E-06,0,0,1
impelled,0,0,8.08E-06,0,0,1
unqualified,0,0,8.08E-06,0,0,1
unalloyed,0,0,8.08E-06,0,0,1
impressing,0,0,8.08E-06,0,0,1
fullest,0,0,8.08E-06,0,0,1
arrogance,0,0,8.08E-06,0,0,1
groundwork,0,0,8.08E-06,0,0,1
shameless,0,0,8.08E-06,0,0,1
acknowledging,0,0,8.08E-06,0,0,1
agitating,0,0,8.08E-06,0,0,1
xxxv,0,0,8.08E-06,0,0,1
meditations,0,0,8.08E-06,0,0,1
turnpike,0,0,8.08E-06,0,0,1
verdure,0,0,8.08E-06,0,0,1
retreating,0,0,8.08E-06,0,0,1
stepping,0,0,8.08E-06,0,0,1
plantation,0,0,8.08E-06,0,0,1
strongest,0,0,8.08E-06,0,0,1
disgusting,0,0,8.08E-06,0,0,1
paining,0,0,8.08E-06,0,0,1
humbling,0,0,8.08E-06,0,0,1
formation,0,0,8.08E-06,0,0,1
magnitude,0,0,8.08E-06,0,0,1
blasted,0,0,8.08E-06,0,0,1
wantonly,0,0,8.08E-06,0,0,1
depravity,0,0,8.08E-06,0,0,1
growth,0,0,8.08E-06,0,0,1
undecided,0,0,8.08E-06,0,0,1
participation,0,0,8.08E-06,0,0,1
misled,0,0,8.08E-06,0,0,1
investigations,0,0,8.08E-06,0,0,1
decisions,0,0,8.08E-06,0,0,1
influenced,0,0,8.08E-06,0,0,1
repugnance,0,0,8.08E-06,0,0,1
detaching,0,0,8.08E-06,0,0,1
enforced,0,0,8.08E-06,0,0,1
remonstrance,0,0,8.08E-06,0,0,1
ultimately,0,0,8.08E-06,0,0,1
seconded,0,0,8.08E-06,0,0,1
unknowingly,0,0,8.08E-06,0,0,1
weighty,0,0,8.08E-06,0,0,1
refute,0,0,8.08E-06,0,0,1
summon,0,0,8.08E-06,0,0,1
undoubted,0,0,8.08E-06,0,0,1
cambridge,0,0,8.08E-06,0,0,1
vicious,0,0,8.08E-06,0,0,1
propensities,0,0,8.08E-06,0,0,1
opportunities,0,0,8.08E-06,0,0,1
unfolding,0,0,8.08E-06,0,0,1
advancement,0,0,8.08E-06,0,0,1
therein,0,0,8.08E-06,0,0,1
accede,0,0,8.08E-06,0,0,1
dissolved,0,0,8.08E-06,0,0,1
dissipation,0,0,8.08E-06,0,0,1
unprofitable,0,0,8.08E-06,0,0,1
ordained,0,0,8.08E-06,0,0,1
revered,0,0,8.08E-06,0,0,1
resisting,0,0,8.08E-06,0,0,1
reproaches,0,0,8.08E-06,0,0,1
junior,0,0,8.08E-06,0,0,1
presided,0,0,8.08E-06,0,0,1
connivance,0,0,8.08E-06,0,0,1
exposure,0,0,8.08E-06,0,0,1
unquestionably,0,0,8.08E-06,0,0,1
revenging,0,0,8.08E-06,0,0,1
narrative,0,0,8.08E-06,0,0,1
henceforth,0,0,8.08E-06,0,0,1
executors,0,0,8.08E-06,0,0,1
unavoidably,0,0,8.08E-06,0,0,1
valueless,0,0,8.08E-06,0,0,1
xxxvi,0,0,8.08E-06,0,0,1
contrariety,0,0,8.08E-06,0,0,1
comprehension,0,0,8.08E-06,0,0,1
penitent,0,0,8.08E-06,0,0,1
overthrow,0,0,8.08E-06,0,0,1
definition,0,0,8.08E-06,0,0,1
grossest,0,0,8.08E-06,0,0,1
resigning,0,0,8.08E-06,0,0,1
impartiality,0,0,8.08E-06,0,0,1
deliberated,0,0,8.08E-06,0,0,1
profligacy,0,0,8.08E-06,0,0,1
trait,0,0,8.08E-06,0,0,1
rescue,0,0,8.08E-06,0,0,1
predominance,0,0,8.08E-06,0,0,1
befriended,0,0,8.08E-06,0,0,1
social,0,0,8.08E-06,0,0,1
hazarded,0,0,8.08E-06,0,0,1
corroboration,0,0,8.08E-06,0,0,1
hatefully,0,0,8.08E-06,0,0,1
mediocrity,0,0,8.08E-06,0,0,1
incautiously,0,0,8.08E-06,0,0,1
justification,0,0,8.08E-06,0,0,1
blamelessness,0,0,8.08E-06,0,0,1
repulsive,0,0,8.08E-06,0,0,1
latterly,0,0,8.08E-06,0,0,1
unprincipled,0,0,8.08E-06,0,0,1
irreligious,0,0,8.08E-06,0,0,1
immoral,0,0,8.08E-06,0,0,1
prejudiced,0,0,8.08E-06,0,0,1
despicably,0,0,8.08E-06,0,0,1
prided,0,0,8.08E-06,0,0,1
wretchedly,0,0,8.08E-06,0,0,1
unsuspicious,0,0,8.08E-06,0,0,1
soothed,0,0,8.08E-06,0,0,1
reconsidering,0,0,8.08E-06,0,0,1
probabilities,0,0,8.08E-06,0,0,1
reconciling,0,0,8.08E-06,0,0,1
repressing,0,0,8.08E-06,0,0,1
xxxvii,0,0,8.08E-06,0,0,1
obeisance,0,0,8.08E-06,0,0,1
importing,0,0,8.08E-06,0,0,1
diminution,0,0,8.08E-06,0,0,1
increases,0,0,8.08E-06,0,0,1
dawson,0,0,8.08E-06,0,0,1
barouche,0,0,8.08E-06,0,0,1
discreditable,0,0,8.08E-06,0,0,1
bromley,0,0,8.08E-06,0,0,1
upbraided,0,0,8.08E-06,0,0,1
repent,0,0,8.08E-06,0,0,1
heavier,0,0,8.08E-06,0,0,1
chagrin,0,0,8.08E-06,0,0,1
giddiness,0,0,8.08E-06,0,0,1
willed,0,0,8.08E-06,0,0,1
restoring,0,0,8.08E-06,0,0,1
implicitness,0,0,8.08E-06,0,0,1
replete,0,0,8.08E-06,0,0,1
indecorum,0,0,8.08E-06,0,0,1
afresh,0,0,8.08E-06,0,0,1
xxxviii,0,0,8.08E-06,0,0,1
deemed,0,0,8.08E-06,0,0,1
indispensably,0,0,8.08E-06,0,0,1
domestics,0,0,8.08E-06,0,0,1
unpleasantly,0,0,8.08E-06,0,0,1
disagreeably,0,0,8.08E-06,0,0,1
abiding,0,0,8.08E-06,0,0,1
sharers,0,0,8.08E-06,0,0,1
elevation,0,0,8.08E-06,0,0,1
trunks,0,0,8.08E-06,0,0,1
commissioning,0,0,8.08E-06,0,0,1
consternation,0,0,8.08E-06,0,0,1
revealing,0,0,8.08E-06,0,0,1
conquered,0,0,8.08E-06,0,0,1
indecision,0,0,8.08E-06,0,0,1
xxxix,0,0,8.08E-06,0,0,1
appointed,0,0,8.08E-06,0,0,1
sentinel,0,0,8.08E-06,0,0,1
salad,0,0,8.08E-06,0,0,1
welcoming,0,0,8.08E-06,0,0,1
larder,0,0,8.08E-06,0,0,1
affords,0,0,8.08E-06,0,0,1
lend,0,0,8.08E-06,0,0,1
uglier,0,0,8.08E-06,0,0,1
trim,0,0,8.08E-06,0,0,1
encamped,0,0,8.08E-06,0,0,1
delicious,0,0,8.08E-06,0,0,1
campful,0,0,8.08E-06,0,0,1
overset,0,0,8.08E-06,0,0,1
monthly,0,0,8.08E-06,0,0,1
hears,0,0,8.08E-06,0,0,1
liverpool,0,0,8.08E-06,0,0,1
straws,0,0,8.08E-06,0,0,1
freckled,0,0,8.08E-06,0,0,1
harboured,0,0,8.08E-06,0,0,1
workbags,0,0,8.08E-06,0,0,1
crammed,0,0,8.08E-06,0,0,1
snug,0,0,8.08E-06,0,0,1
chaperon,0,0,8.08E-06,0,0,1
harringtons,0,0,8.08E-06,0,0,1
chamberlayne,0,0,8.08E-06,0,0,1
additions,0,0,8.08E-06,0,0,1
escaping,0,0,8.08E-06,0,0,1
undiminished,0,0,8.08E-06,0,0,1
doubly,0,0,8.08E-06,0,0,1
retailing,0,0,8.08E-06,0,0,1
nicest,0,0,8.08E-06,0,0,1
depreciate,0,0,8.08E-06,0,0,1
congenial,0,0,8.08E-06,0,0,1
equivocal,0,0,8.08E-06,0,0,1
